"","X","Site","month","Method","Microsite","Rep","field.micro","shrub.x","shrub.y","shrub.z","dry.veg.percent","green.veg.percent","woody.debris.percent","rocks.percent","bare.ground.percent","sum_percent","veg..height","dominant.type","dried.","notes","uniID","abun","H","Simpson","Species","Even"
"SiCrSeptopen2","SiCrSeptopen2","SiCr","Sept","pitfall","open",2,"open2",NA,NA,NA,10,0,0,3,87,100,2,"grass",TRUE,"","SiCrSeptopen2",8,0.562335144618808,0.375,2,0.811278124459133
"SiCrSeptopen3","SiCrSeptopen3","SiCr","Sept","pitfall","open",3,"open3",NA,NA,NA,40,0,0,0,60,100,5,"grass",TRUE,"","SiCrSeptopen3",8,0.562335144618808,0.375,2,0.811278124459133
"SiCrSeptopen4","SiCrSeptopen4","SiCr","Sept","pitfall","open",4,"open4",NA,NA,NA,100,0,0,0,0,100,15,"grass",TRUE,"","SiCrSeptopen4",5,0,0,1,NA
"SiCrSeptopen5","SiCrSeptopen5","SiCr","Sept","pitfall","open",5,"open5",NA,NA,NA,100,0,0,0,0,100,33,"grass",TRUE,"","SiCrSeptopen5",20,0.422709087805991,0.255,2,0.6098403047164
"SiCrSeptopen6","SiCrSeptopen6","SiCr","Sept","pitfall","open",6,"open6",NA,NA,NA,2,0,0,3,95,100,2,"grass",TRUE,"","SiCrSeptopen6",29,0,0,1,NA
"SiCrSeptopen7","SiCrSeptopen7","SiCr","Sept","pitfall","open",7,"open7",NA,NA,NA,93,0,0,2,5,100,27,"grass",TRUE,"","SiCrSeptopen7",10,0,0,1,NA
"SiCrSeptopen8","SiCrSeptopen8","SiCr","Sept","pitfall","open",8,"open8",NA,NA,NA,88,0,0,2,10,100,4,"grass",TRUE,"","SiCrSeptopen8",323,0.104476129610113,0.0424043171122124,2,0.150727194079783
"SiCrSeptopen9","SiCrSeptopen9","SiCr","Sept","pitfall","open",9,"open9",NA,NA,NA,95,0,0,0,5,100,16,"grass",TRUE,"","SiCrSeptopen9",7,0,0,1,NA
"SiCrSeptshrub1","SiCrSeptshrub1","SiCr","Sept","pitfall","shrub",1,"shrub1",330,290,150,98,0,0,0,2,100,34,"grass",TRUE,"","SiCrSeptshrub1",57,0.0883197822000176,0.0344721452754695,2,0.127418511792359
"SiCrSeptshrub10","SiCrSeptshrub10","SiCr","Sept","pitfall","shrub",10,"shrub10",410,370,180,40,0,0,0,60,100,15,"grass",TRUE,"","SiCrSeptshrub10",11,0.474139313057837,0.297520661157025,2,0.684038435639042
"SiCrSeptshrub12","SiCrSeptshrub12","SiCr","Sept","pitfall","shrub",12,"shrub12",270,270,160,2,2,0,1,95,100,6,"grass",TRUE,"","SiCrSeptshrub12",12,0.286835983056161,0.152777777777778,2,0.413816850303634
"SiCrSeptshrub2","SiCrSeptshrub2","SiCr","Sept","pitfall","shrub",2,"shrub2",250,210,150,40,0,0,0,60,100,22,"grass",TRUE,"","SiCrSeptshrub2",10,0,0,1,NA
"SiCrSeptshrub3","SiCrSeptshrub3","SiCr","Sept","pitfall","shrub",3,"shrub3",220,190,140,100,0,0,0,0,100,30,"grass",TRUE,"","SiCrSeptshrub3",41,0,0,1,NA
"SiCrSeptshrub4","SiCrSeptshrub4","SiCr","Sept","pitfall","shrub",4,"shrub4",230,200,140,100,0,0,0,0,100,30,"grass",TRUE,"","SiCrSeptshrub4",69,0.483903079551341,0.305818105440034,2,0.698124573139618
"SiCrSeptshrub5","SiCrSeptshrub5","SiCr","Sept","pitfall","shrub",5,"shrub5",220,210,150,98,0,0,0,2,100,42,"grass",TRUE,"","SiCrSeptshrub5",20,0.422709087805991,0.255,2,0.6098403047164
"SiCrSeptshrub6","SiCrSeptshrub6","SiCr","Sept","pitfall","shrub",6,"shrub6",370,320,190,100,0,0,0,0,100,25,"grass",TRUE,"","SiCrSeptshrub6",26,0.666278442414676,0.473372781065089,2,0.961236604722876
"SiCrSeptshrub7","SiCrSeptshrub7","SiCr","Sept","pitfall","shrub",7,"shrub7",170,150,120,90,0,0,0,10,100,14,"grass",TRUE,"","SiCrSeptshrub7",462,0.191444081957717,0.090702947845805,2,0.276195427647939
"SiCrSeptshrub8","SiCrSeptshrub8","SiCr","Sept","pitfall","shrub",8,"shrub8",220,210,160,100,0,0,0,0,100,10,"grass",TRUE,"","SiCrSeptshrub8",112,0.682908104700472,0.489795918367347,2,0.985228136034252
"SiCrSeptshrub9","SiCrSeptshrub9","SiCr","Sept","pitfall","shrub",9,"shrub9",360,340,200,5,0,2,0,93,100,0,"herb",TRUE,"","SiCrSeptshrub9",1,0,0,1,NA
"AvenAugshrub11","AvenAugshrub11","Aven","Aug","pitfall","shrub",11,"shrub11",220,170,140,100,0,0,0,0,100,27,"grass",TRUE,"","AvenAugshrub11",0,0,1,0,0
"AvenAugshrub4","AvenAugshrub4","Aven","Aug","pitfall","shrub",4,"shrub4",140,120,110,20,0,20,2,58,100,29,"grass",TRUE,"","AvenAugshrub4",0,0,1,0,0
"AvenJulyopen1","AvenJulyopen1","Aven","July","pitfall","open",1,"open1",NA,NA,NA,100,0,0,0,0,100,32,"grass",TRUE,"","AvenJulyopen1",0,0,1,0,0
"AvenJulyshrub1","AvenJulyshrub1","Aven","July","pitfall","shrub",1,"shrub1",180,110,80,30,0,15,0,55,100,42,"grass",TRUE,"lots of burrows","AvenJulyshrub1",0,0,1,0,0
"AvenJulyshrub10","AvenJulyshrub10","Aven","July","pitfall","shrub",10,"shrub10",140,95,105,99,0,1,0,0,100,19,"grass",TRUE,"","AvenJulyshrub10",0,0,1,0,0
"AvenJulyshrub4","AvenJulyshrub4","Aven","July","pitfall","shrub",4,"shrub4",170,90,90,25,0,0,0,75,100,25,"grass",TRUE,"","AvenJulyshrub4",0,0,1,0,0
"AvenSeptopen1","AvenSeptopen1","Aven","Sept","pitfall","open",1,"open1",NA,NA,NA,94,0,0,1,5,100,20,"grass",TRUE,"","AvenSeptopen1",0,0,1,0,0
"AvenSeptopen3","AvenSeptopen3","Aven","Sept","pitfall","open",3,"open3",NA,NA,NA,100,0,0,0,0,100,12,"grass",TRUE,"","AvenSeptopen3",0,0,1,0,0
"AvenSeptopen4","AvenSeptopen4","Aven","Sept","pitfall","open",4,"open4",NA,NA,NA,90,0,0,0,10,100,23,"grass",TRUE,"","AvenSeptopen4",0,0,1,0,0
"AvenSeptopen7","AvenSeptopen7","Aven","Sept","pitfall","open",7,"open7",NA,NA,NA,1,0,0,1,98,100,2,"grass",TRUE,"","AvenSeptopen7",0,0,1,0,0
"AvenSeptopen8","AvenSeptopen8","Aven","Sept","pitfall","open",8,"open8",NA,NA,NA,100,0,0,0,0,100,40,"grass",TRUE,"","AvenSeptopen8",0,0,1,0,0
"AvenSeptshrub2","AvenSeptshrub2","Aven","Sept","pitfall","shrub",2,"shrub2",165,130,130,85,0,0,0,15,100,28,"grass",TRUE,"","AvenSeptshrub2",0,0,1,0,0
"AvenSeptshrub4","AvenSeptshrub4","Aven","Sept","pitfall","shrub",4,"shrub4",335,280,165,10,0,0,0,90,100,6,"grass",TRUE,"","AvenSeptshrub4",0,0,1,0,0
"AvenSeptshrub6","AvenSeptshrub6","Aven","Sept","pitfall","shrub",6,"shrub6",210,210,130,95,0,0,0,5,100,35,"grass",TRUE,"","AvenSeptshrub6",0,0,1,0,0
"AvenSeptshrub7","AvenSeptshrub7","Aven","Sept","pitfall","shrub",7,"shrub7",270,220,145,95,0,0,0,5,100,37,"grass",TRUE,"","AvenSeptshrub7",0,0,1,0,0
"AvenSeptshrub8","AvenSeptshrub8","Aven","Sept","pitfall","shrub",8,"shrub8",265,210,155,90,0,0,0,10,100,30,"grass",TRUE,"","AvenSeptshrub8",0,0,1,0,0
"AvenSeptshrub9","AvenSeptshrub9","Aven","Sept","pitfall","shrub",9,"shrub9",200,150,145,95,0,0,0,5,100,30,"grass",TRUE,"","AvenSeptshrub9",0,0,1,0,0
"CaSJulyopen12","CaSJulyopen12","CaS","July","pitfall","open",12,"open12",NA,NA,NA,3,0,0,2,95,100,3,"grass",TRUE,"","CaSJulyopen12",0,0,1,0,0
"CaSlSeptopen11","CaSlSeptopen11","CaSl","Sept","pitfall","open",23,"open11",NA,NA,NA,5,0,8,8,79,100,2,"grass",TRUE,"","CaSlSeptopen11",0,0,1,0,0
"CaSlSeptopen2","CaSlSeptopen2","CaSl","Sept","pitfall","open",14,"open2",NA,NA,NA,1,0,30,8,61,100,6,"grass",TRUE,"","CaSlSeptopen2",0,0,1,0,0
"CaSlSeptopen3","CaSlSeptopen3","CaSl","Sept","pitfall","open",15,"open3",NA,NA,NA,30,0,17,3,50,100,28,"herb",TRUE,"","CaSlSeptopen3",0,0,1,0,0
"CaSlSeptopen4","CaSlSeptopen4","CaSl","Sept","pitfall","open",16,"open4",NA,NA,NA,1,0,93,3,3,100,3,"grass",TRUE,"","CaSlSeptopen4",0,0,1,0,0
"CaSlSeptopen7","CaSlSeptopen7","CaSl","Sept","pitfall","open",19,"open7",NA,NA,NA,15,0,48,2,35,100,17,"grass",TRUE,"","CaSlSeptopen7",0,0,1,0,0
"CaSlSeptshrub12","CaSlSeptshrub12","CaSl","Sept","pitfall","open",12,"shrub12",NA,NA,NA,6,0,65,4,25,100,5,"grass",TRUE,"","CaSlSeptshrub12",0,0,1,0,0
"CaSlSeptshrub2","CaSlSeptshrub2","CaSl","Sept","pitfall","open",2,"shrub2",NA,NA,NA,10,0,30,15,45,100,4,"grass",TRUE,"","CaSlSeptshrub2",0,0,1,0,0
"CaSlSeptshrub5","CaSlSeptshrub5","CaSl","Sept","pitfall","open",5,"shrub5",NA,NA,NA,75,0,10,10,5,100,12,"grass",TRUE,"","CaSlSeptshrub5",0,0,1,0,0
"CaSlSeptshrub8","CaSlSeptshrub8","CaSl","Sept","pitfall","open",8,"shrub8",NA,NA,NA,1,0,2,7,90,100,1,"grass",TRUE,"","CaSlSeptshrub8",0,0,1,0,0
"CaSSeptshrub9","CaSSeptshrub9","CaS","Sept","pitfall","shrub",9,"shrub9",420,400,140,0,0,7,25,68,100,NA,NA,NA,"","CaSSeptshrub9",0,0,1,0,0
"CoalAugshrub10","CoalAugshrub10","Coal","Aug","pitfall","open",10,"shrub10",NA,NA,NA,95,2,1,0,2,100,24,"grass",TRUE,"","CoalAugshrub10",0,0,1,0,0
"CoalAugshrub2","CoalAugshrub2","Coal","Aug","pitfall","open",2,"shrub2",NA,NA,NA,97,3,0,0,0,100,20,"grass",TRUE,"","CoalAugshrub2",0,0,1,0,0
"CoalJulyopen2","CoalJulyopen2","Coal","July","pitfall","open",14,"open2",NA,NA,NA,98,1,0,0,1,100,12,"grass",TRUE,"","CoalJulyopen2",0,0,1,0,0
"CoalJulyshrub3","CoalJulyshrub3","Coal","July","pitfall","open",3,"shrub3",NA,NA,NA,97,3,0,0,0,100,5,"grass",TRUE,"","CoalJulyshrub3",0,0,1,0,0
"CoalSeptopen11","CoalSeptopen11","Coal","Sept","pitfall","open",23,"open11",NA,NA,NA,96,0,2,2,0,100,4,"grass",TRUE,"","CoalSeptopen11",0,0,1,0,0
"CoalSeptopen6","CoalSeptopen6","Coal","Sept","pitfall","open",18,"open6",NA,NA,NA,98,2,0,0,0,100,20,"grass",TRUE,"","CoalSeptopen6",0,0,1,0,0
"CoalSeptopen9","CoalSeptopen9","Coal","Sept","pitfall","open",21,"open9",NA,NA,NA,88,5,0,2,5,100,11,"grass",TRUE,"","CoalSeptopen9",0,0,1,0,0
"CoalSeptshrub4","CoalSeptshrub4","Coal","Sept","pitfall","open",4,"shrub4",NA,NA,NA,95,5,0,0,0,100,11,"grass",TRUE,"","CoalSeptshrub4",0,0,1,0,0
"CoalSeptshrub5","CoalSeptshrub5","Coal","Sept","pitfall","open",5,"shrub5",NA,NA,NA,95,0,0,0,5,100,13,"grass",TRUE,"","CoalSeptshrub5",0,0,1,0,0
"CoalSeptshrub6","CoalSeptshrub6","Coal","Sept","pitfall","open",6,"shrub6",NA,NA,NA,90,5,0,0,5,100,15,"grass",TRUE,"","CoalSeptshrub6",0,0,1,0,0
"CoalSeptshrub7","CoalSeptshrub7","Coal","Sept","pitfall","open",7,"shrub7",NA,NA,NA,95,0,0,0,5,100,10,"grass",TRUE,"","CoalSeptshrub7",0,0,1,0,0
"LokAugopen10","LokAugopen10","Lok","Aug","pitfall","open",10,"open10",NA,NA,NA,15,0,0,15,70,100,7,"herb",TRUE,"","LokAugopen10",0,0,1,0,0
"LokAugopen11","LokAugopen11","Lok","Aug","pitfall","open",11,"open11",NA,NA,NA,0,0,0,2,98,100,0,NA,NA,"","LokAugopen11",0,0,1,0,0
"LokAugopen12","LokAugopen12","Lok","Aug","pitfall","open",12,"open12",NA,NA,NA,15,3,1,50,31,100,20,"grass",TRUE,"","LokAugopen12",0,0,1,0,0
"LokAugopen4","LokAugopen4","Lok","Aug","pitfall","open",4,"open4",NA,NA,NA,96,0,1,0,3,100,29,"grass",TRUE,"","LokAugopen4",0,0,1,0,0
"LokAugopen7","LokAugopen7","Lok","Aug","pitfall","open",7,"open7",NA,NA,NA,80,0,0,1,19,100,17,"herb",TRUE,"","LokAugopen7",0,0,1,0,0
"LokAugopen9","LokAugopen9","Lok","Aug","pitfall","open",9,"open9",NA,NA,NA,60,0,0,1,39,100,14,"herb",TRUE,"","LokAugopen9",0,0,1,0,0
"LokAugshrub11","LokAugshrub11","Lok","Aug","pitfall","shrub",11,"shrub11",245,140,100,42,0,0,0,58,100,12,"grass",TRUE,"","LokAugshrub11",0,0,1,0,0
"LokAugshrub2","LokAugshrub2","Lok","Aug","pitfall","shrub",2,"shrub2",350,370,150,70,0,0,4,26,100,26,"grass",TRUE,"","LokAugshrub2",0,0,1,0,0
"LokAugshrub3","LokAugshrub3","Lok","Aug","pitfall","shrub",3,"shrub3",120,90,100,94,0,0,0,6,100,28,"grass",TRUE,"","LokAugshrub3",0,0,1,0,0
"LokAugshrub4","LokAugshrub4","Lok","Aug","pitfall","shrub",4,"shrub4",250,210,140,80,0,0,0,20,100,26,"grass",TRUE,"","LokAugshrub4",0,0,1,0,0
"LokAugshrub6","LokAugshrub6","Lok","Aug","pitfall","shrub",6,"shrub6",450,200,180,45,0,0,0,55,100,16,"grass",TRUE,"","LokAugshrub6",0,0,1,0,0
"LokAugshrub7","LokAugshrub7","Lok","Aug","pitfall","shrub",7,"shrub7",320,210,120,90,0,0,0,10,100,24,"grass",TRUE,"","LokAugshrub7",0,0,1,0,0
"LokJulyopen1","LokJulyopen1","Lok","July","pitfall","open",1,"open1",NA,NA,NA,4,2,0,0,94,100,4,"Grass",TRUE,"","LokJulyopen1",0,0,1,0,0
"LokJulyopen8","LokJulyopen8","Lok","July","pitfall","open",8,"open8",NA,NA,NA,5,0,40,0,55,100,10,"Grass",TRUE,"","LokJulyopen8",0,0,1,0,0
"LokJulyopen9","LokJulyopen9","Lok","July","pitfall","open",9,"open9",NA,NA,NA,3,0,0,1,96,100,5,"Grass",TRUE,"","LokJulyopen9",0,0,1,0,0
"LokJulyshrub6","LokJulyshrub6","Lok","July","pitfall","shrub",6,"shrub6",200,175,115,89,0,5,1,5,100,16,"Grass",TRUE,"","LokJulyshrub6",0,0,1,0,0
"LokJulyshrub8","LokJulyshrub8","Lok","July","pitfall","shrub",8,"shrub8",230,150,110,90,0,1,0,9,100,17,"Grass",TRUE,"","LokJulyshrub8",0,0,1,0,0
"LokSeptshrub1","LokSeptshrub1","Lok","Sept","pitfall","shrub",1,"shrub1",320,250,120,70,0,0,1,29,100,30,"grass",TRUE,"","LokSeptshrub1",0,0,1,0,0
"LokSeptshrub9","LokSeptshrub9","Lok","Sept","pitfall","shrub",9,"shrub9",360,190,110,99,0,1,0,0,100,35,"grass",TRUE,"","LokSeptshrub9",0,0,1,0,0
"MovAugopen7","MovAugopen7","Mov","Aug","pitfall","open",19,"open7",NA,NA,NA,55,0,0,0,45,100,13,"grass",TRUE,"","MovAugopen7",0,0,1,0,0
"MovJulyopen1","MovJulyopen1","Mov","July","pitfall","open",13,"open1",NA,NA,NA,82,8,0,0,10,100,4,"herb",TRUE,"","MovJulyopen1",0,0,1,0,0
"MovSeptshrub10","MovSeptshrub10","Mov","Sept","pitfall","open",10,"shrub10",NA,NA,NA,30,0,0,0,70,100,4,"grass",TRUE,"","MovSeptshrub10",0,0,1,0,0
"MovSeptshrub7","MovSeptshrub7","Mov","Sept","pitfall","open",7,"shrub7",NA,NA,NA,15,0,0,0,85,100,12,"grass",TRUE,"","MovSeptshrub7",0,0,1,0,0
"MovSeptshrub8","MovSeptshrub8","Mov","Sept","pitfall","open",8,"shrub8",NA,NA,NA,14,1,5,0,80,100,6,"grass",TRUE,"","MovSeptshrub8",0,0,1,0,0
"PaPlAugopen1","PaPlAugopen1","PaPl","Aug","pitfall","open",1,"open1",NA,NA,NA,100,0,0,0,0,100,22,"grass",TRUE,"","PaPlAugopen1",0,0,1,0,0
"PaPlAugopen4","PaPlAugopen4","PaPl","Aug","pitfall","open",4,"open4",NA,NA,NA,98,0,0,0,2,100,16,"grass",TRUE,"","PaPlAugopen4",0,0,1,0,0
"PaPlAugopen5","PaPlAugopen5","PaPl","Aug","pitfall","open",5,"open5",NA,NA,NA,100,0,0,0,0,100,15,"grass",TRUE,"","PaPlAugopen5",0,0,1,0,0
"PaPlAugopen8","PaPlAugopen8","PaPl","Aug","pitfall","open",8,"open8",NA,NA,NA,95,0,0,5,0,100,28,"grass",TRUE,"","PaPlAugopen8",0,0,1,0,0
"PaPlAugshrub1","PaPlAugshrub1","PaPl","Aug","pitfall","shrub",1,"shrub1",295,255,165,100,0,0,0,0,100,30,"grass",TRUE,"","PaPlAugshrub1",0,0,1,0,0
"PaPlAugshrub4","PaPlAugshrub4","PaPl","Aug","pitfall","shrub",4,"shrub4",260,250,135,100,0,0,0,0,100,24,"grass",TRUE,"","PaPlAugshrub4",0,0,1,0,0
"PaPlJulyshrub6","PaPlJulyshrub6","PaPl","July","pitfall","shrub",6,"shrub6",300,275,130,100,0,0,0,0,100,25,"grass",TRUE,"","PaPlJulyshrub6",0,0,1,0,0
"PaPlSeptopen9","PaPlSeptopen9","PaPl","Sept","pitfall","open",9,"open9",NA,NA,NA,58,0,0,4,38,100,7,"grass",TRUE,"","PaPlSeptopen9",0,0,1,0,0
"PaPlSeptshrub10","PaPlSeptshrub10","PaPl","Sept","pitfall","shrub",10,"shrub10",380,300,120,97,0,1,0,2,100,19,"grass",TRUE,"","PaPlSeptshrub10",0,0,1,0,0
"SemiTAugopen10","SemiTAugopen10","SemiT","Aug","pitfall","open",10,"open10",NA,NA,NA,96,0,1,0,3,100,11,"herb",TRUE,"","SemiTAugopen10",0,0,1,0,0
"SemiTAugopen11","SemiTAugopen11","SemiT","Aug","pitfall","open",11,"open11",NA,NA,NA,6,0,0,0,94,100,8,"herb",TRUE,"","SemiTAugopen11",0,0,1,0,0
"SemiTAugopen3","SemiTAugopen3","SemiT","Aug","pitfall","open",3,"open3",NA,NA,NA,40,0,0,0,60,100,4,"herb",TRUE,"","SemiTAugopen3",0,0,1,0,0
"SemiTAugopen4","SemiTAugopen4","SemiT","Aug","pitfall","open",4,"open4",NA,NA,NA,96,0,2,0,2,100,15,"herb",TRUE,"","SemiTAugopen4",0,0,1,0,0
"SemiTAugopen8","SemiTAugopen8","SemiT","Aug","pitfall","open",8,"open8",NA,NA,NA,85,0,0,0,15,100,22,"herb",TRUE,"","SemiTAugopen8",0,0,1,0,0
"SemiTAugshrub10","SemiTAugshrub10","SemiT","Aug","pitfall","shrub",10,"shrub10",280,260,105,92,0,8,0,0,100,23,"grass",TRUE,"","SemiTAugshrub10",0,0,1,0,0
"SemiTAugshrub11","SemiTAugshrub11","SemiT","Aug","pitfall","shrub",11,"shrub11",305,295,125,90,0,0,0,10,100,19,"grass",TRUE,"","SemiTAugshrub11",0,0,1,0,0
"SemiTAugshrub4","SemiTAugshrub4","SemiT","Aug","pitfall","shrub",4,"shrub4",205,190,95,100,0,0,0,0,100,16,"grass",TRUE,"","SemiTAugshrub4",0,0,1,0,0
"SemiTAugshrub7","SemiTAugshrub7","SemiT","Aug","pitfall","shrub",7,"shrub7",230,225,110,100,0,0,0,0,100,25,"grass",TRUE,"","SemiTAugshrub7",0,0,1,0,0
"SemiTJulyshrub10","SemiTJulyshrub10","SemiT","July","pitfall","shrub",10,"shrub10",220,180,120,100,0,0,0,0,100,16,"grass",TRUE,"","SemiTJulyshrub10",0,0,1,0,0
"SemiTJulyshrub11","SemiTJulyshrub11","SemiT","July","pitfall","shrub",11,"shrub11",380,370,90,100,0,0,0,0,100,24,"grass",TRUE,"","SemiTJulyshrub11",0,0,1,0,0
"SemiTJulyshrub3","SemiTJulyshrub3","SemiT","July","pitfall","shrub",3,"shrub3",155,155,80,20,0,0,0,80,100,4,"herb",TRUE,"","SemiTJulyshrub3",0,0,1,0,0
"SemiTSeptopen8","SemiTSeptopen8","SemiT","Sept","pitfall","open",8,"open8",NA,NA,NA,97,0,2,0,1,100,15,"herb",TRUE,"","SemiTSeptopen8",0,0,1,0,0
"SemiTSeptshrub10","SemiTSeptshrub10","SemiT","Sept","pitfall","shrub",10,"shrub10",230,200,120,80,0,0,0,20,100,15,"grass",TRUE,"","SemiTSeptshrub10",0,0,1,0,0
"SemiTSeptshrub11","SemiTSeptshrub11","SemiT","Sept","pitfall","shrub",11,"shrub11",220,180,110,25,0,1,0,74,100,14,"grass",TRUE,"","SemiTSeptshrub11",0,0,1,0,0
"SemiTSeptshrub9","SemiTSeptshrub9","SemiT","Sept","pitfall","shrub",9,"shrub9",250,220,130,90,0,0,0,10,100,24,"grass",TRUE,"","SemiTSeptshrub9",0,0,1,0,0
"SiCrSeptopen1","SiCrSeptopen1","SiCr","Sept","pitfall","open",1,"open1",NA,NA,NA,20,0,0,1,79,100,10,"grass",TRUE,"","SiCrSeptopen1",0,0,1,0,0
"SiCrSeptopen10","SiCrSeptopen10","SiCr","Sept","pitfall","open",10,"open10",NA,NA,NA,10,0,0,0,90,100,7,"grass",TRUE,"","SiCrSeptopen10",0,0,1,0,0
