,S_ID,sample?,site,month,day,microsite,rep,method,location,quantity,order,family,subfamily,,genus,species,highest.rtu,Size (mm),sex,
,,,CaSL,July,12,shrub,5,PT,ET,2,Hemiptera,Geocoridae,,,Geocoris,pallens/punctipes,,,,
,,,CaSL,July,12,shrub,5,PT,ET,1,Aranae,"orange, 6-eyed",,,,,,,,
,,,CaSL,July,12,shrub,5,PT,ET,1,Lepidoptera,,,,,,,,,
,,,CaSL,July,12,shrub,5,PT,ET,2,Hemiptera,Cicadellidae,,,,,,,,
,,,CaSL,July,12,shrub,5,PT,ET,1,Hymenoptera,Formicidae,,,Messor,andrei,Messor andrei,,,
,,,CaSL,July,12,shrub,5,PT,ET,1,Coleoptera,Tenebrionidae,,,Blapstinus,,,,,
,,,CaSL,July,12,shrub,5,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,July,12,shrub,5,PT,ET,1,Coleoptera,Tenebrionidae,,,"fimbria, not really expanded tibia",,,,,
,,,CaSL,July,12,shrub,5,PT,ET,5,Coleoptera,Tenebrionidae,,,Metaponium,,,,,
,,,CaSL,July,12,shrub,5,PT,ET,1,Aranae,Lycosidae,,,Alopecosa,kochi,Alopecosa kochi,,,
,,,CaSL,July,12,shrub,5,PT,ET,1,Zygentoma,Lepismatidae,,,furry,,,,,
159,,,CaSL,July,12,open,6,PT,ET,26,Hymenoptera,Formicidae,,,Messor,andrei,Messor andrei,,,
,,,CaSL,July,12,open,6,PT,ET,6,Solfugidae,,,,,,,,,
,,,CaSL,July,12,open,6,PT,ET,2,Hymenoptera,Mutillidae,,,,,,,,
,,,CaSL,July,12,open,6,PT,ET,1,Hemiptera,Alydidae,,,Tollius,setosus,Tollis setosus,,,
,,,CaSL,July,12,open,6,PT,ET,1,Hymenoptera,Mutillidae,,,,,,,,
,,,CaSL,July,12,open,6,PT,ET,1,Orthoptera,Rhaphiodophoridae,,,Ceuthophilus,caliornicus,Ceuthophilus californicas,,,
,,,CaSL,July,12,open,6,PT,ET,12,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,July,12,open,6,PT,ET,2,Hymenoptera,Formicidae,,,Myrmecocystus,,,,,
,,,CaSL,July,12,open,6,PT,ET,1,Hymenoptera,Bethylidae,,,,,,,,
,,,CaSL,July,12,open,6,PT,ET,1,Hemiptera,Geocoridae,,,Geocoris,pallens/punctipes,,,,
,,,CaSL,July,12,open,6,PT,ET,2,Aranae,Salticidae,,,,,,,,
,,,CaSL,July,12,open,6,PT,ET,4,Aranae,Gnaphosidae,,,Drassylus,insularis,Drassylus insularis,,,
,,,CaSL,July,12,open,6,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus,gosoga,Callilepus gosoga,,,
,,,CaSL,July,12,open,6,PT,ET,1,Aranae,Lycosidae,,,Alopecosa,kochi,Alopecosa kochi,,,
,,,CaSL,July,12,open,6,PT,ET,1,Zygentoma,Lepismatidae,,,furry,,,,,
,,,CaSL,July,12,open,6,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,July,12,open,6,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,July,12,open,6,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
160,,,CaSL,July,12,open,6,PT,ET,1,Aranae,Theriidae,,,Latrodecturss,hesperus,Latrodectrus hespersus,,,
,,,CaSL,July,12,open,6,PT,ET,1,Hymenoptera,Formicidae,,,Myrmecocystus,,,,,
,,,CaSL,July,12,open,6,PT,ET,1,Aranae,Gnaphosidae,,,Drassylus,insularis,Drassylus insularis,,,
,,,CaSL,July,12,open,6,PT,ET,1,Aranae,"orange, 6-eyed",,,,,,,,
,,,CaSL,July,12,open,6,PT,ET,1,Aranae,Salticidae,,,,,,,,
,,,CaSL,July,12,open,6,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
600,,,CaSL,July,12,shrub,6,PT,ET,1,Solpugidae,,,,,,,,,
,,,CaSL,July,12,shrub,6,PT,ET,3,Blattodea,,,,,,,,,
,,,CaSL,July,12,shrub,6,PT,ET,1,Hymenoptera,Mutillidae,,,,,,,,
,,,CaSL,July,12,shrub,6,PT,ET,1,Hymenoptera,Mutillidae,,,,,,,,
,,,CaSL,July,12,shrub,6,PT,ET,3,Hymenoptera,Formicidae,,,Messor,andrei,Messor andrei,,,
,,,CaSL,July,12,shrub,6,PT,ET,2,Hymenoptera,Formicidae,,,Solenopsis,xyloni,alate,,,
,,,CaSL,July,12,shrub,6,PT,ET,5,Hymenoptera,Formicidae,,,Pogonomyrmex,,Pogonomyrmex,,,
,,,CaSL,July,12,shrub,6,PT,ET,28,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,July,12,shrub,6,PT,ET,1,Hymenoptera,Formicidae,,,Doyrmyrmex,bicolor?,,,,
,,,CaSL,July,12,shrub,6,PT,ET,2,Hemiptera,Geocoridae,,,Geocoris,pallens/punctipes,,,,
,,,CaSL,July,12,shrub,6,PT,ET,1,Hemiptera,Rhyparochromidae,,,Emblethis,vicarius,Emblethis vicarius,,,
,,,CaSL,July,12,shrub,6,PT,ET,1,Diptera,Tachinidae,,,,,,,,
,,,CaSL,July,12,shrub,6,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,July,12,shrub,6,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,July,12,shrub,6,PT,ET,2,Aranae,Gnaphosidae,,,Callilepus,gosoga,Callilepus gosoga,,,
,,,CaSL,July,12,shrub,6,PT,ET,1,Aranae,Gnaphosidae,,,Drassylus,insularis,Drassylus insularis,,,
,,,CaSL,July,12,shrub,6,PT,ET,1,Aranae,Gnaphosidae,,,Micaria,,,,,
,,,CaSL,July,12,shrub,6,PT,ET,2,Coleoptera,Tenebrionidae,,,,,,,,
604,,,CaSL,July,12,open,7,PT,ET,1,Hymenoptera,Formicidae,,,Pogonomyrmex,,Pogonomyrmex,,,
,,,CaSL,July,12,open,7,PT,ET,5,Hymenoptera,Formicidae,,,Myrmecocystus,,,,,
,,,CaSL,July,12,open,7,PT,ET,4,Hymenoptera,Formicidae,,,Dormyrmex,insanus,Dorymyrmex insanus,,,
,,,CaSL,July,12,open,7,PT,ET,25,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,July,12,open,7,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,californiae,Psilochorus california,,,
,,,CaSL,July,12,open,7,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus,,,,,
,,,CaSL,July,12,open,7,PT,ET,2,Solfugidae,,,,,,,,,
,,,CaSL,July,12,open,7,PT,ET,1,Coleoptera,Carabidae,,,Tetragonoderus,pallidus,Tetragonoderus pallidus,,,
,,,CaSL,July,12,open,7,PT,ET,1,Lepidoptera,,,,,,,,,
,,,CaSL,July,12,open,7,PT,ET,2,Hemiptera,Geocoridae,,,Geocoris,pallens/punctipes,,,,
,,,CaSL,July,12,open,7,PT,ET,1,Hemiptera,Rhyparochromidae,,,Emblethis,vicarius,Emblethis vicarius,,,
,,,CaSL,July,12,open,7,PT,ET,1,Coleoptera,Mycetophagidae,,,Typhaea,stercorea,Typhaea stercorea,,,
,,,CaSL,July,12,open,7,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,July,12,open,7,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,July,12,open,7,PT,ET,1,Diptera,Therevidae,,,,,,,,
,,,CaSL,July,12,shrub,7,PT,ET,1,Blattodea,,,,Arenivega,,,,,
,,,CaSL,July,12,shrub,7,PT,ET,1,Blattodea,,,,,,,,,
,,,CaSL,July,12,shrub,7,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus,,,,,
,,,CaSL,July,12,shrub,7,PT,ET,2,Hymenoptera,Formicidae,,,Pogonomyrmex,,Pogonomyrmex,,,
,,,CaSL,July,12,shrub,7,PT,ET,3,Hymenoptera,Formicidae,,,Messor,andrei,Messor andrei,,,
,,,CaSL,July,12,shrub,7,PT,ET,2,Hymenoptera,Formicidae,,,Solenopsis,xyloni,alate,,,
,,,CaSL,July,12,shrub,7,PT,ET,9,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,July,12,shrub,7,PT,ET,1,Hymenoptera,Formicidae,,,Dorymyrmex,bicolor,,,,
,,,CaSL,July,12,shrub,7,PT,ET,1,Hymenoptera,Formicidae,,,Myrmecocystus,,,,,
,,,CaSL,July,12,shrub,7,PT,ET,1,Coleoptera,Mycetophagidae,,,Typhaea,stercorea,Typhaea stercorea,,,
,,,CaSL,July,12,shrub,7,PT,ET,2,Hymenoptera,Formicidae,,,Dorymyrmex,insanus,Dorymyrmex insanus,,,
,,,CaSL,July,12,shrub,7,PT,ET,1,Coleoptera,Carabidae,,,Tetragonoderus,pallidus,Tetragonoderus pallidus,,,
,,,CaSL,July,12,shrub,7,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,californiae,Psilochorus california,,,
,,,CaSL,July,12,shrub,7,PT,ET,1,Hemiptera,Geocoridae,,,Geocoris,pallens/punctipes,,,,
,,,CaSL,July,12,shrub,7,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,July,12,shrub,7,PT,ET,1,Hemiptera,Cydnidae,,,,,,,,
,,,CaSL,July,12,shrub,7,PT,ET,3,Aranae,Lioncranidae,,,nymphs,,,,,
597,,,CaSL,July,12,open,8,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,armata,Eleodes armata,,,
,,,CaSL,July,12,open,8,PT,ET,2,Hemiptera,Alydidae,,,Tollius,setosus,Tollis setosus,,,
,,,CaSL,July,12,open,8,PT,ET,2,Orthoptera,Rhaphiodophoridae,,,Ceuthophilus,caliornicus,Ceuthophilus californicas,,,
,,,CaSL,July,12,open,8,PT,ET,10,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,July,12,open,8,PT,ET,2,Hemiptera,Miridae?,,,,,,,,
,,,CaSL,July,12,open,8,PT,ET,1,Hymenoptera,Mutillidae,,,,,,,,
,,,CaSL,July,12,open,8,PT,ET,3,Hymenoptera,Formicidae,,,Dorymyrmex,insanus,Dorymyrmex insanus,,,
,,,CaSL,July,12,open,8,PT,ET,1,Hymenoptera,Formicidae,,,Pogonomyrmex,,alate,,,
,,,CaSL,July,12,open,8,PT,ET,1,Hymenoptera,Bethylidae,,,,,,,,
,,,CaSL,July,12,open,8,PT,ET,1,Aranae,Lycosidae,,,Alopecosa,kochi,Alopecosa kochi,,,
,,,CaSL,July,12,open,8,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,July,12,open,8,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,July,12,open,8,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,July,12,open,8,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
167,,,CaSL,July,12,shrub,8,PT,ET,12,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,July,12,shrub,8,PT,ET,2,Hymenoptera,Formicidae,,,Pogonomyrmex,,Pogonomyrmex,,,
,,,CaSL,July,12,shrub,8,PT,ET,2,Hymenoptera,Mutillidae,,,,,,,,
,,,CaSL,July,12,shrub,8,PT,ET,1,Hemiptera,Geocoridae,,,Geocoris,pallens/punctipes,,,,
,,,CaSL,July,12,shrub,8,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus,,tiny,,,
,,,CaSL,July,12,open,9,PT,ET,14,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,July,12,open,9,PT,ET,9,Hymenoptera,Formicidae,,,Myrmecocystus,,,,,
,,,CaSL,July,12,open,9,PT,ET,1,Hymenoptera,Formicidae,,,Dorymyrmex,insanus,Dorymyrmex insanus,,,
,,,CaSL,July,12,open,9,PT,ET,2,Hymenoptera,Formicidae,,,Pogonomyrmex,,Pogonomyrmex,,,
,,,CaSL,July,12,open,9,PT,ET,1,Aranae,Lycosidae,,,Alopecosa,kochi,Alopecosa kochi,,,
,,,CaSL,July,12,open,9,PT,ET,1,Aranae,Salticidae,,,,,,,,
,,,CaSL,July,12,open,9,PT,ET,2,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,July,12,open,9,PT,ET,1,Aranae,Salticidae,,,,,,,,
,,,CaSL,July,12,open,9,PT,ET,2,Orthoptera,Rhaphiodophoridae,,,Ceuthophilus,caliornicus,Ceuthophilus californicas,,,
,,,CaSL,July,12,open,9,PT,ET,1,Orthoptera,Rhaphiodophoridae,,,Ceuthophilus,fossor,Ceuthophilus fossor,,,
,,,CaSL,July,12,open,9,PT,ET,1,Aranae,Plectreuridae,,,Kibramoa,,,,,
,,,CaSL,July,12,open,9,PT,ET,1,Coleoptera,Chrysomelidae,,,,,,,,
,,,CaSL,July,12,open,9,PT,ET,1,Coleoptera,Mycetophagidae,,,Typhaea,stercorea,Typhaea stercorea,,,
596,,,CaSL,July,12,shrub,9,PT,ET,1,Coleoptera,Tenebrionidae,,,Eleodes,armata,Eleodes armata,,,
,,,CaSL,July,12,shrub,9,PT,ET,1,Hymenoptera,Mutillidae,,,,,,,,
,,,CaSL,July,12,shrub,9,PT,ET,1,Hymenoptera,Mutillidae,,,,,,,,
,,,CaSL,July,12,shrub,9,PT,ET,1,Hymenoptera,Mutillidae,,,,,,,,
,,,CaSL,July,12,shrub,9,PT,ET,3,Hymenoptera,Formicidae,,,Pogonomyrmex,,Pogonomyrmex,,,
,,,CaSL,July,12,shrub,9,PT,ET,2,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,July,12,shrub,9,PT,ET,3,Hymenoptera,Formicidae,,,Myrmecocystus,,,,,
,,,CaSL,July,12,shrub,9,PT,ET,1,Aranae,Lycosidae,,,Alopecosa,kochi,Alopecosa kochi,,,
,,,CaSL,July,12,shrub,9,PT,ET,1,Hemiptera,Miridae?,,,,,,,,
,,,CaSL,July,12,shrub,9,PT,ET,1,Hymenoptera,Formicidae,,,,,alate,,,
,,,CaSL,July,12,shrub,9,PT,ET,3,Hemiptera,Geocoridae,,,Geocoris,pallens/punctipes,,,,
,,,CaSL,July,12,shrub,9,PT,ET,1,Coleoptera,Mycetophagidae,,,Typhaea,stercorea,Typhaea stercorea,,,
,,,CaSL,July,12,shrub,9,PT,ET,1,Hymenoptera,Bethylidae,,,,,,,,
,,,CaSL,July,12,shrub,9,PT,ET,1,Hemiptera,Cicadellidae,,,,,,,,
161,,,CaSL,July,12,open,10,PT,ET,,,,,,,,,,,
168,,,CaSL,July,12,shrub,10,PT,ET,,,,,,,,,,,
162,,,CaSL,July,12,open,11,PT,ET,,,,,,,,,,,
598,,,CaSL,July,12,shrub,11,PT,ET,,,,,,,,,,,
163,,,CaSL,July,12,open,12,PT,ET,,,,,,,,,,,
594,,,CaSL,July,12,shrub,12,PT,ET,,,,,,,,,,,
1962,,,CaSL,Sept,25,open,4,PT,IS,1,Coleoptera,Tenebrionidae,,,,,,,,
1961,,,CaSL,Sept,25,shrub,5,PT,IS,1,Aranae,Theriidae,,,Latrodectrus,hesperus,Latrodectrus hesperus,,,
1080,,,Coal,Aug ,11,open,1,PT,ET,,,,,,,,,,,
1087,,,Coal,Aug ,11,shrub,1,PT,ET,,,,,,,,,,,
1074,,,Coal,Aug ,11,open,2,PT,ET,,,,,,,,,,,
1088,,,Coal,Aug ,11,shrub,2,PT,ET,,,,,,,,,,,
1091,,,Coal,Aug ,11,open,3,PT,ET,,,,,,,,,,,
1083,,,Coal,Aug ,11,shrub,3,PT,ET,,,,,,,,,,,
1086,,,Coal,Aug ,11,open,4,PT,ET,,,,,,,,,,,
1094,,,Coal,Aug ,11,shrub,4,PT,ET,1,Scorpiones,,,,,,,,,
1075,,,Coal,Aug ,11,open,5,PT,ET,,,,,,,,,,,
1081,,,Coal,Aug ,11,shrub,5,PT,ET,,,,,,,,,,,
1085,,,Coal,Aug ,11,open,6,PT,ET,,,,,,,,,,,
1096,,,Coal,Aug ,11,shrub,6,PT,ET,,,,,,,,,,,
1082,,,Coal,Aug ,11,open,7,PT,ET,,,,,,,,,,,
1084,,,Coal,Aug ,11,shrub,7,PT,ET,,,,,,,,,,,
1095,,,Coal,Aug ,11,open,8,PT,ET,,,,,,,,,,,
1090,,,Coal,Aug ,11,shrub,8,PT,ET,,,,,,,,,,,
1076,,,Coal,Aug ,11,open,9,PT,ET,,,,,,,,,,,
1089,,,Coal,Aug ,11,shrub,9,PT,ET,,,,,,,,,,,
1097,,,Coal,Aug ,11,open,10,PT,ET,,,,,,,,,,,
1077,,,Coal,Aug ,11,open,11,PT,ET,,,,,,,,,,,
1092,,,Coal,Aug ,11,shrub,11,PT,ET,,,,,,,,,,,
1078,,,Coal,Aug ,11,open,12,PT,ET,,,,,,,,,,,
1093,,,Coal,Aug ,11,shrub,12,PT,ET,,,,,,,,,,,
592,,,Coal,July,19,open,1,PT,ET,1,Zygentoma,Lepismatidae,,,,,,,,
,,,Coal,July,19,open,1,PT,ET,1,Blattodea,,,,Arenivega,,immature,,,
,,,Coal,July,19,open,1,PT,ET,1,Aranae,Lioncranidae,,,Neoanagraphis,chamberlini,Neoanagraphis chamberlini,,,
,,,Coal,July,19,open,1,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
,,,Coal,July,19,open,1,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
,,,Coal,July,19,open,1,PT,ET,9,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,Coal,July,19,open,1,PT,ET,1,Coleoptera,Mycetophagidae,,,Typhaea,stercorea,Typhaea stercorea,,,
576,,,Coal,July,19,shrub,1,PT,ET,1,Mantodea,,,,Litaneutria,minor,Litaneutria minor,,,
,,,Coal,July,19,shrub,1,PT,ET,1,Hymenoptera,Mutillidae,,,dasy,,,,,
,,,Coal,July,19,shrub,1,PT,ET,2,Zygentoma,Lepismatidae,,,,,,,,
,,,Coal,July,19,shrub,1,PT,ET,50,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,Coal,July,19,shrub,1,PT,ET,1,Lepidoptera,looks same as sampled,,,,,,,,
,,,Coal,July,19,shrub,1,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus,,,,,
,,,Coal,July,19,shrub,1,PT,ET,1,Diptera,Phoridae,,,,,,,,
,,,Coal,July,19,shrub,1,PT,ET,1,Aranae,Oxyopidae,,,Oxyopes,scalaris,small,,,
577,,,Coal,July,19,open,2,PT,ET,1,Orthoptera,Acrididae,Gomphocerinae,,Eupnigodes,sierranus,Eupnigodes sierranus,,,
,,,Coal,July,19,open,2,PT,ET,1,Hemiptera,Alydidae,,,Tollius,setosus,Tollius setosus,,,
,,,Coal,July,19,open,2,PT,ET,2,Hymenoptera,Mutillidae,,,,,,,,
,,,Coal,July,19,open,2,PT,ET,1,Hymenoptera,Mutillidae,,,,,,,,
593,,,Coal,July,19,shrub,2,PT,ET,2,Hymenoptera,Pompilidae,,,,,,,,
,,,Coal,July,19,shrub,2,PT,ET,1,Hemiptera,Alydidae,,,Tollius,setosus,Tollius setosus,,,
,,,Coal,July,19,shrub,2,PT,ET,1,Orthoptera,Acrididae,Melanoplinae,,Oedaleonotus,enigma,Oedaleonotus enigma,,,
,,,Coal,July,19,shrub,2,PT,ET,1,Coleoptera,Tenebrionidae,,Opatrini,Conibius,,,,,
,,,Coal,July,19,shrub,2,PT,ET,2,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
578,,,Coal,July,19,open,3,PT,ET,1,Coleoptera,Tenebrionidae,,,Eleodes,armata,Eleodes armata,,,
,,,Coal,July,19,open,3,PT,ET,1,Hymenoptera,Chyphotidae,,,Chyphotes,,,,,
,,,Coal,July,19,open,3,PT,ET,1,Hemiptera,Geocoridae,,,Geocoris,punctipes?,,,,
,,,Coal,July,19,open,3,PT,ET,1,Aranae,Salticidae,,,,,,,,
,,,Coal,July,19,open,3,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,Coal,July,19,open,3,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,Coal,July,19,open,3,PT,ET,2,Aranae,Gnaphosidae,,,Callilepus,,,,,
,,,Coal,July,19,open,3,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
572,,,Coal,July,19,shrub,3,PT,ET,1,Hemiptera,Alydidae,,,Tollius,setosus,Tollius setosus,,,
,,,Coal,July,19,shrub,3,PT,ET,1,Orthoptera,Acrididae,Melanoplinae,,Oedaleonotus,enigma,Oedaleonotus enigma,,,
,,,Coal,July,19,shrub,3,PT,ET,1,Zygentoma,Lepismatidae,,,,,,,,
,,,Coal,July,19,shrub,3,PT,ET,1,Coleoptera,Tenebrionidae,,,Triorophus,,,,,
,,,Coal,July,19,shrub,3,PT,ET,2,Aranae,Gnaphosidae,,,Callilepus,,,,,
202,,,Coal,July,19,open,4,PT,ET,2,Aranae,Gnaphosidae,,,Callilepus,,,,,
203,,,Coal,July,19,open,4,PT,ET,1,Coleoptera,Anobiidae,,,Niptus,,,,,
210,Coal-July-17-2020-O4-PT-4,,Coal,July,19,open,4,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,armata,Eleodes armata,,,
211,Coal-July-17-2020-O4-PT-5,,Coal,July,19,open,4,PT,pinned,1,Coleoptera,Tenebrionidae,,,Triorophus,,,,,
212,Coal-July-17-2020-O4-PT-6,,Coal,July,19,open,4,PT,pinned,1,Hemiptera,,,,,,,,,
204,,,Coal,July,19,open,4,PT,ET,5,Hymenoptera,Formicidae,,,Dorymyrmex,bicolor,Dorymyrmex bicolor,,,
205,,,Coal,July,19,open,4,PT,ET,11,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
206,Coal-J-O4-PT-7,Y - 2,Coal,July,19,open,4,PT,ET,2,Hymenoptera,Formicidae,,,Cyphomyrmex,wheeleri,Cyphomyrmex wheeleri,,,
208,Coal-July-17-2020-O4-PT-2,,Coal,July,19,open,4,PT,pinned,1,Orthoptera,Acrididae,,,,,,,,
209,Coal-July-17-2020-O4-PT-3,,Coal,July,19,open,4,PT,pinned,1,Orthoptera,Acrididae,,,,,,,,
207,Coal-July-17-2020-O4-PT-1,,Coal,July,19,open,4,PT,pinned,1,Orthoptera,Gryllidae,,,,,,,,
,,,Coal,July,19,open,4,PT,ET,1,Zygentoma,Lepismatidae,,,,,,,,
217,,,Coal,July,19,shrub,4,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
218,,,Coal,July,19,shrub,4,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
219,,,Coal,July,19,shrub,4,PT,ET,1,Aranae,Sicariidae,,,Loxosceles,desert,immature,,,
225,,,Coal,July,19,shrub,4,PT,ET,1,Aranae,,,,,,tiny immature,,,
214,Coal-July-17-2020-S4-PT-2,Y,Coal,July,19,shrub,4,PT,pinned,1,Coleoptera,Tenebrionidae,,,Triorophus,,,,,
215,,,Coal,July,19,shrub,4,PT,ET,3,Coleoptera,Tenebrionidae,,,Triorophus,,,,,
222,,,Coal,July,19,shrub,4,PT,ET,1,Coleoptera,Nitulidae?,,,,,,,,
216,Coal-July-17-2020-S4-PT-3,Y,Coal,July,19,shrub,4,PT,pinned,1,Coleoptera,,,,,,,,,
223,,,Coal,July,19,shrub,4,PT,ET,1,Coleoptera,Mycetophagidae,,,Typhaea,stercorea,Typhaea stercorea,,,
224,Coal-July-17-2020-S4-PT-4,Y,Coal,July,19,shrub,4,PT,pinned,1,Hemiptera,Alydidae,,,Tollius,setosus,Tollius setosus,,,
220,,,Coal,July,19,shrub,4,PT,ET,2,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
221,,,Coal,July,19,shrub,4,PT,ET,1,Zygentoma,Lepismatidae,,,,,,,,
213,Coal-July-17-2020-S4-PT-1,Y,Coal,July,19,shrub,4,PT,pinned,1,Orthoptera,Acrididae,Gomphocerinae,,Eupnigodes,sierranus,Eupnigodes sierranus,,,
590,,,Coal,July,19,open,5,PT,ET,1,Scorpiones,,,,,,,,,
,Coal-J-O5-PT-1,Y - entire,Coal,July,19,open,5,PT,ET,1,Lepidoptera,,,,,,,,,
,,,Coal,July,19,open,5,PT,ET,2,Coleoptera,Tenebrionidae,,,Triorophus,,,,,
,,,Coal,July,19,open,5,PT,ET,1,Hemiptera,Alydidae,,,Tollius,,immature,,,
,,,Coal,July,19,open,5,PT,ET,1,Aranae,Sicariidae,,,Loxescles,deserta,immature,,,
,,,Coal,July,19,open,5,PT,ET,14,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,Coal,July,19,open,5,PT,ET,4,Hymenoptera,Formicidae,,,Pheidole,,Pheidole,,,
227,,,Coal,July,19,shrub,5,PT,ET,1,Aranae,,,,,,immature,,,
230,Coal-July-17-2020-S5-PT-3,Y - vial mislabelled?,Coal,July,19,shrub,5,PT,pinned,1,Coleoptera,Tenebrionidae,,,Triorophus,,,,,
229,Coal-July-17-2020-S5-PT-2,,Coal,July,19,shrub,5,PT,pinned,1,Coleoptera,Carabide?,,,,,,,,
228,Coal-July-17-2020-S5-PT-1,Y,Coal,July,19,shrub,5,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,,,,,
226,,,Coal,July,19,shrub,5,PT,ET,1,Hymenoptera,Formicidae,,,Dorymyrmex,bicolor,Dorymyrmex bicolor,,,
231,Coal-July-17-2020-S5-PT-4,,Coal,July,19,shrub,5,PT,pinned,1,Hymenoptera,Mutillidae,,,,,,,,
232,Coal-July-17-2020-S5-PT-5,,Coal,July,19,shrub,5,PT,pinned,1,Hymenoptera,Mutillidae,,,,,,,,
560,,,Coal,July,19,open,6,PT,ET,7,Coleoptera,Tenebrionidae,,,Triorophus,,,,,
,,,Coal,July,19,open,6,PT,ET,1,Coleoptera,Tenebrionidae,round,,,,,,,
,,,Coal,July,19,open,6,PT,ET,1,Hymenoptera,Mutillidae,,,,,,,,
,,,Coal,July,19,open,6,PT,ET,2,Hemiptera,Rhyparochromidae,,,Emblethis,vicarius,Emblethis vicarius,,,
,,,Coal,July,19,open,6,PT,ET,1,Coleoptera,Nitulidae,,,,,,,,
,,,Coal,July,19,open,6,PT,ET,1,Aranae,Salticidae,,,,,,,,
,,,Coal,July,19,open,6,PT,ET,29,Hymenoptera,Formicidae,,,Pheidole,,Pheidole,,,
,,,Coal,July,19,open,6,PT,ET,4,Hymenoptera,Formicidae,,,Dormyrmex,bicolor,Dorymyrmex bicolor,,,
571,,,Coal,July,19,shrub,6,PT,ET,3,Coleoptera,Tenebrionidae,,,Triorophus,,,,,
,,,Coal,July,19,shrub,6,PT,ET,1,Hemiptera,Alydidae,,,Tollius,setosus,Tollius setosus,,,
,,,Coal,July,19,shrub,6,PT,ET,1,Coleoptera,Mycetophagidae,,,Typhaea,stercorea,Typhaea stercorea,,,
,,,Coal,July,19,shrub,6,PT,ET,1,Hymenoptera,Formicidae,,,Pheidole,,Pheidole,,,
,,,Coal,July,19,shrub,6,PT,ET,1,Hymenoptera,Formicidae,,,Dormyrmex,bicolor,Dorymyrmex bicolor,,,
,,,Coal,July,19,shrub,6,PT,ET,1,Hymenoptera,Formicidae,,,,,alate,,,
,,,Coal,July,19,shrub,6,PT,ET,1,Coleoptera,Tenebrionidae,,,Consimbio?,,,,,
